CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,mes,anho,dia,nombre_mes
494291,Female,Julia Reiniger,Viersen Hagenbroich,NW,Nordrhein-Westfalen,41749,Germany,Europe,1987-06-13,6,1987,Saturday,June
494417,Female,Martina Klug,Freudental,BW,Baden-Württemberg,74392,Germany,Europe,1951-03-04,3,1951,Sunday,March
494464,Female,Mandy Hoffmann,Bad Sachsa,NI,Niedersachsen,37441,Germany,Europe,1987-08-26,8,1987,Wednesday,August
494472,Female,Annett Muller,Rottach-Egern,BY,Freistaat Bayern,83697,Germany,Europe,1977-06-20,6,1977,Monday,June
494519,Female,Monika Mauer,Wöllstein,RP,Rheinland-Pfalz,55597,Germany,Europe,1950-10-29,10,1950,Sunday,October
494890,Male,Stefan Traugott,München,BY,Freistaat Bayern,81616,Germany,Europe,1956-10-06,10,1956,Saturday,October
495181,Male,Stephan Eisenberg,Alfhausen,NI,Niedersachsen,49594,Germany,Europe,1959-06-13,6,1959,Saturday,June
495236,Female,Karin Brauer,Lucka,TH,Freistaat Thüringen,4611,Germany,Europe,1988-11-10,11,1988,Thursday,November
495703,Female,Julia Hirsch,Frankleben,ST,Sachsen-Anhalt,6259,Germany,Europe,1937-02-20,2,1937,Saturday,February
495843,Male,Dennis Baumgartner,Hamburg Kleiner Grasbrook,HH,Hamburg,20457,Germany,Europe,1938-07-27,7,1938,Wednesday,July
495894,Female,Anke Lehmann,Imsweiler,RP,Rheinland-Pfalz,67808,Germany,Europe,1987-09-12,9,1987,Saturday,September
496016,Female,Jana Schuhmacher,Würzburg,BY,Freistaat Bayern,97035,Germany,Europe,1941-02-08,2,1941,Saturday,February
496095,Male,Tom Drescher,Lindenau,SN,Freistaat Sachsen,8289,Germany,Europe,1951-07-05,7,1951,Thursday,July
496351,Female,Ursula Bürger,Untereisesheim,BW,Baden-Württemberg,74257,Germany,Europe,1949-04-02,4,1949,Saturday,April
496836,Female,Angelika Eberhardt,Dörsdorf,RP,Rheinland-Pfalz,56370,Germany,Europe,1943-03-28,3,1943,Sunday,March
496867,Male,Stephan Ebersbacher,Bonn,NW,Nordrhein-Westfalen,53175,Germany,Europe,1958-10-10,10,1958,Friday,October
496903,Female,Stefanie Reinhardt,Dambach,RP,Rheinland-Pfalz,55765,Germany,Europe,1969-08-29,8,1969,Friday,August
497316,Male,Maik Kohl,Wuppertal Elberfeld,NW,Nordrhein-Westfalen,42117,Germany,Europe,1949-02-04,2,1949,Friday,February
497370,Male,Lucas Gottlieb,Steineroth,RP,Rheinland-Pfalz,57518,Germany,Europe,1988-01-16,1,1988,Saturday,January
497679,Male,Bernd Holtzmann,Spabrücken,RP,Rheinland-Pfalz,55595,Germany,Europe,1985-12-12,12,1985,Thursday,December
497789,Male,Jürgen Richter,Düsseldorf Golzheim,NW,Nordrhein-Westfalen,40477,Germany,Europe,1990-05-13,5,1990,Sunday,May
497839,Female,Marina Austerlitz,Halberstadt,ST,Sachsen-Anhalt,38804,Germany,Europe,1969-11-22,11,1969,Saturday,November
497899,Female,Heike Papst,Hayingen,BW,Baden-Württemberg,72534,Germany,Europe,2001-03-23,3,2001,Friday,March
498120,Male,Lucas Gerber,Immert,RP,Rheinland-Pfalz,54426,Germany,Europe,1967-06-26,6,1967,Monday,June
498323,Female,Katharina Reiniger,Morbach,RP,Rheinland-Pfalz,54497,Germany,Europe,1999-07-18,7,1999,Sunday,July
498401,Female,Nadine Bayer,Potsdam,BB,Brandenburg,14405,Germany,Europe,2000-05-20,5,2000,Saturday,May
498432,Male,Ralph Furst,Aichach,BY,Freistaat Bayern,86543,Germany,Europe,1977-12-29,12,1977,Thursday,December
498540,Female,Leonie Kruger,Sengenthal,BY,Freistaat Bayern,92369,Germany,Europe,1972-08-18,8,1972,Friday,August
498582,Female,Sabine Vogt,Hamburg Harvestehude,HH,Hamburg,20148,Germany,Europe,1938-10-15,10,1938,Saturday,October
498598,Female,Jessica Hoffmann,Gartow,NI,Niedersachsen,29471,Germany,Europe,1958-01-13,1,1958,Monday,January
498798,Male,Stefan Eggers,Mindelheim,BY,Freistaat Bayern,87712,Germany,Europe,1972-03-05,3,1972,Sunday,March
498842,Male,Peter Aachen,Engelthal,BY,Freistaat Bayern,91238,Germany,Europe,1978-02-26,2,1978,Sunday,February
499126,Male,Wolfgang Eisenberg,Dintesheim,RP,Rheinland-Pfalz,55234,Germany,Europe,1938-08-25,8,1938,Thursday,August
499171,Male,Max Naumann,Ingolstadt,BY,Freistaat Bayern,85004,Germany,Europe,1996-01-31,1,1996,Wednesday,January
499230,Female,Birgit Drechsler,Leipzig,SN,Freistaat Sachsen,4007,Germany,Europe,1971-12-22,12,1971,Wednesday,December
499646,Female,Ines Gerste,Sehlde,NI,Niedersachsen,38279,Germany,Europe,1989-09-19,9,1989,Tuesday,September
500029,Female,Johanna Bauer,Bärenstein,SN,Freistaat Sachsen,9469,Germany,Europe,1945-01-20,1,1945,Saturday,January
500144,Female,Nadine Hirsch,Schonungen,BY,Freistaat Bayern,97451,Germany,Europe,1975-06-14,6,1975,Saturday,June
500164,Male,Marko Goldschmidt,Dresden,SN,Freistaat Sachsen,1072,Germany,Europe,1989-10-10,10,1989,Tuesday,October
500257,Female,Manuela Frueh,Imsweiler,RP,Rheinland-Pfalz,67808,Germany,Europe,1981-10-15,10,1981,Thursday,October
500289,Male,Frank Nussbaum,Hettstadt,BY,Freistaat Bayern,97265,Germany,Europe,1953-11-20,11,1953,Friday,November
500332,Male,Daniel Kuester,Hausham,BY,Freistaat Bayern,83731,Germany,Europe,1994-04-07,4,1994,Thursday,April
500583,Female,Janina Hofmann,Sulzbach-Rosenberg,BY,Freistaat Bayern,92230,Germany,Europe,1947-02-27,2,1947,Thursday,February
500639,Male,Klaus Theissen,Namborn,TH,Freistaat Thüringen,66639,Germany,Europe,1949-12-13,12,1949,Tuesday,December
500746,Male,Paul Freud,Dortmund,NW,Nordrhein-Westfalen,44267,Germany,Europe,1981-02-11,2,1981,Wednesday,February
501029,Female,Heike Schiffer,Schefflenz,BW,Baden-Württemberg,74850,Germany,Europe,1971-02-11,2,1971,Thursday,February
501047,Female,Monika Kuhn,Aschheim,BY,Freistaat Bayern,85606,Germany,Europe,1948-08-31,8,1948,Tuesday,August
501361,Male,Dirk Biermann,Wiesbaden,HE,Hessen,65183,Germany,Europe,1981-08-13,8,1981,Thursday,August
501427,Male,Daniel Maur,Babenhausen,BY,Freistaat Bayern,87727,Germany,Europe,1995-02-14,2,1995,Tuesday,February
501476,Male,Lukas Ritter,Lüdenscheid Brügge,NW,Nordrhein-Westfalen,58515,Germany,Europe,1995-09-20,9,1995,Wednesday,September
501602,Female,Heike Schwartz,St Wendel,TH,Freistaat Thüringen,66593,Germany,Europe,1961-04-05,4,1961,Wednesday,April
501700,Female,Marina Fuhrmann,Rimpar,BY,Freistaat Bayern,97222,Germany,Europe,1940-01-01,1,1940,Monday,January
501902,Male,Wolfgang Werfel,Borne,ST,Sachsen-Anhalt,39435,Germany,Europe,1967-12-07,12,1967,Thursday,December
501912,Male,Sebastian Fried,Scheer,BW,Baden-Württemberg,72516,Germany,Europe,1965-02-19,2,1965,Friday,February
502131,Female,Uta Meister,Hauptstuhl,RP,Rheinland-Pfalz,66851,Germany,Europe,1950-01-05,1,1950,Thursday,January
502406,Male,Phillipp Fruehauf,Gusborn,NI,Niedersachsen,29476,Germany,Europe,1937-02-09,2,1937,Tuesday,February
502444,Female,Julia Klug,Kalbe,NI,Niedersachsen,27419,Germany,Europe,1944-07-14,7,1944,Friday,July
502446,Female,Jessica Walter,Sankt Sebastian,RP,Rheinland-Pfalz,56220,Germany,Europe,1973-01-10,1,1973,Wednesday,January
502452,Male,Thorsten Reinhardt,Dresden,SN,Freistaat Sachsen,1224,Germany,Europe,1945-12-14,12,1945,Friday,December
502517,Female,Nadine Goldschmidt,Warngau,BY,Freistaat Bayern,83627,Germany,Europe,1939-02-13,2,1939,Monday,February
502758,Male,Lukas Bieber,Halle,ST,Sachsen-Anhalt,6017,Germany,Europe,1971-01-30,1,1971,Saturday,January
502900,Female,Melanie Wurfel,Rommerskirchen,NW,Nordrhein-Westfalen,41569,Germany,Europe,1950-05-08,5,1950,Monday,May
503220,Female,Simone Gerste,Münster,NW,Nordrhein-Westfalen,48145,Germany,Europe,1948-02-10,2,1948,Tuesday,February
503389,Male,Uwe Kaiser,Mühlhausen,TH,Freistaat Thüringen,99962,Germany,Europe,1970-10-25,10,1970,Sunday,October
503444,Male,Niklas Lemann,Bingen am Rhein,RP,Rheinland-Pfalz,55411,Germany,Europe,1947-04-13,4,1947,Sunday,April
503496,Female,Tanja Moeller,Niederwallmenach,RP,Rheinland-Pfalz,56357,Germany,Europe,1942-08-30,8,1942,Sunday,August
503508,Female,Anna Meier,Elz,HE,Hessen,65604,Germany,Europe,1936-02-04,2,1936,Tuesday,February
503562,Male,Andreas Baumgaertner,Bad Lausick,SN,Freistaat Sachsen,4651,Germany,Europe,1999-01-21,1,1999,Thursday,January
503667,Female,Mandy Freeh,Racksen,RP,Rheinland-Pfalz,57612,Germany,Europe,1985-07-05,7,1985,Friday,July
503734,Male,Dennis Gersten,Böklund,SH,Schleswig-Holstein,24858,Germany,Europe,1968-12-05,12,1968,Thursday,December
503788,Male,Michael Mueller,Würzburg,BY,Freistaat Bayern,97082,Germany,Europe,1958-04-22,4,1958,Tuesday,April
503789,Female,Manuela Zimmermann,München,BY,Freistaat Bayern,80045,Germany,Europe,1976-08-30,8,1976,Monday,August
503817,Female,Christine Dietrich,Hamburg Hammerbrook,HH,Hamburg,20097,Germany,Europe,1966-02-21,2,1966,Monday,February
504047,Female,Andrea Fruehauf,Emstek,NI,Niedersachsen,49685,Germany,Europe,1968-05-20,5,1968,Monday,May
504278,Female,Anja Becker,Lutherstadt Wittenberg,ST,Sachsen-Anhalt,6873,Germany,Europe,1964-07-21,7,1964,Tuesday,July
504386,Female,Kathrin Schwab,Auhagen,NI,Niedersachsen,31553,Germany,Europe,1961-05-29,5,1961,Monday,May
504517,Female,Karolin Mauer,Landsberg,BY,Freistaat Bayern,86887,Germany,Europe,1975-06-23,6,1975,Monday,June
504828,Female,Kristin Scholz,Oberstdorf,BY,Freistaat Bayern,87555,Germany,Europe,1987-11-01,11,1987,Sunday,November
504901,Male,Jonas Ostermann,Lucka,TH,Freistaat Thüringen,4611,Germany,Europe,1954-02-02,2,1954,Tuesday,February
504949,Female,Anja Frueh,Kusel,RP,Rheinland-Pfalz,66869,Germany,Europe,1972-05-23,5,1972,Tuesday,May
504968,Female,Jennifer Aachen,Bollendorf,RP,Rheinland-Pfalz,54669,Germany,Europe,1991-01-25,1,1991,Friday,January
505034,Male,Lukas Friedmann,Würzburg,BY,Freistaat Bayern,97074,Germany,Europe,1979-12-24,12,1979,Monday,December
505288,Female,Stefanie Freud,Lauperath,RP,Rheinland-Pfalz,54649,Germany,Europe,1958-07-09,7,1958,Wednesday,July
505458,Male,Klaus Walter,Berlin Mariendorf,BE,Berlin,12109,Germany,Europe,1960-09-16,9,1960,Friday,September
505476,Male,Christian Baader,Daldorf,SH,Schleswig-Holstein,24635,Germany,Europe,1982-12-15,12,1982,Wednesday,December
505485,Male,Benjamin Ehrlichmann,Düsseldorf Niederkassel,NW,Nordrhein-Westfalen,40547,Germany,Europe,1955-07-03,7,1955,Sunday,July
505656,Female,Tanja Grunwald,Lobbach,BW,Baden-Württemberg,74931,Germany,Europe,1947-01-16,1,1947,Thursday,January
505731,Male,Sebastian Achen,Dollnstein,BY,Freistaat Bayern,91795,Germany,Europe,1989-08-22,8,1989,Tuesday,August
506178,Female,Birgit Traugott,Berßel,ST,Sachsen-Anhalt,38835,Germany,Europe,1947-07-17,7,1947,Thursday,July
506283,Female,Heike Baum,Grünendeich,NI,Niedersachsen,21720,Germany,Europe,1969-09-02,9,1969,Tuesday,September
506422,Male,Matthias Baader,Lohnweiler,RP,Rheinland-Pfalz,67744,Germany,Europe,1975-03-07,3,1975,Friday,March
506507,Male,Daniel Eisenhower,Bismark,MV,Mecklenburg-Vorpommern,17322,Germany,Europe,1980-08-25,8,1980,Monday,August
506515,Male,Alexander Eberhart,Blunk,SH,Schleswig-Holstein,23813,Germany,Europe,1959-02-09,2,1959,Monday,February
506742,Female,Lena Schreiber,Bargstall,SH,Schleswig-Holstein,24806,Germany,Europe,1985-02-08,2,1985,Friday,February
507044,Female,Ulrike König,Schwerin,MV,Mecklenburg-Vorpommern,19011,Germany,Europe,1991-09-01,9,1991,Sunday,September
507168,Male,Daniel Schmitt,Ludwigshafen am Rhein Oggersheim,RP,Rheinland-Pfalz,67071,Germany,Europe,1984-11-14,11,1984,Wednesday,November
507223,Female,Sabrina Sankt,Gröbenzell,BY,Freistaat Bayern,82180,Germany,Europe,1975-01-01,1,1975,Wednesday,January
507287,Male,Marcel Berg,Grafschaft,RP,Rheinland-Pfalz,53501,Germany,Europe,1951-04-04,4,1951,Wednesday,April
507298,Male,Matthias Schröder,Eichelhardt,RP,Rheinland-Pfalz,57612,Germany,Europe,1943-06-17,6,1943,Thursday,June
507358,Male,Mike Frueh,Großefehn,NI,Niedersachsen,26629,Germany,Europe,2000-11-14,11,2000,Tuesday,November
507454,Female,Tanja Zimmer,Osterburg,ST,Sachsen-Anhalt,39602,Germany,Europe,1975-04-03,4,1975,Thursday,April
507581,Male,Philipp Wagner,Dresden,SN,Freistaat Sachsen,1102,Germany,Europe,1997-06-29,6,1997,Sunday,June
507938,Male,Michael Kalb,Garmisch-Partenkirchen,BY,Freistaat Bayern,82455,Germany,Europe,1965-09-29,9,1965,Wednesday,September
507981,Male,Eric Luft,Lappersdorf,BY,Freistaat Bayern,93135,Germany,Europe,1957-11-12,11,1957,Tuesday,November
508025,Male,Ralf Winkel,Mülbach,RP,Rheinland-Pfalz,54636,Germany,Europe,2000-03-28,3,2000,Tuesday,March
508139,Male,Dominik Gottlieb,Ebersbrunn,SN,Freistaat Sachsen,8144,Germany,Europe,1992-12-22,12,1992,Tuesday,December
508168,Female,Karin Fischer,Gütersloh Isselhorst,NW,Nordrhein-Westfalen,33334,Germany,Europe,1997-08-10,8,1997,Sunday,August
508213,Female,Diana Adler,Gschwend,BW,Baden-Württemberg,74417,Germany,Europe,2000-12-24,12,2000,Sunday,December
508448,Male,Mathias Moeller,Bremen Steffensweg,HB,Freie Hansestadt Bremen,28217,Germany,Europe,1978-05-04,5,1978,Thursday,May
508522,Female,Simone Wirth,Hamburg Hausbruch,HH,Hamburg,21075,Germany,Europe,1970-02-11,2,1970,Wednesday,February
508885,Male,Swen Baecker,München,BY,Freistaat Bayern,80689,Germany,Europe,1935-02-22,2,1935,Friday,February
509010,Male,Jan Junker,Jena,TH,Freistaat Thüringen,7718,Germany,Europe,1992-07-22,7,1992,Wednesday,July
509138,Male,Robert Adler,Alsdorf,RP,Rheinland-Pfalz,54668,Germany,Europe,1945-05-08,5,1945,Tuesday,May
509248,Female,Lisa Blau,Kipfenberg,BY,Freistaat Bayern,85108,Germany,Europe,1980-12-14,12,1980,Sunday,December
509357,Female,Sarah Konig,Lohberg,BY,Freistaat Bayern,93470,Germany,Europe,1974-01-15,1,1974,Tuesday,January
509529,Female,Johanna Konig,Neuenhaus,NI,Niedersachsen,49828,Germany,Europe,1964-07-08,7,1964,Wednesday,July
509680,Male,Jörg Friedman,Prezelle,NI,Niedersachsen,29491,Germany,Europe,1955-12-16,12,1955,Friday,December
509827,Male,Jürgen Mahler,Neunkirchen,TH,Freistaat Thüringen,66521,Germany,Europe,1987-06-11,6,1987,Thursday,June
509930,Female,Jessika Friedmann,Hamburg,SH,Schleswig-Holstein,22851,Germany,Europe,1980-07-31,7,1980,Thursday,July
509948,Male,Sven Gerber,Serrig,RP,Rheinland-Pfalz,54455,Germany,Europe,1970-08-01,8,1970,Saturday,August
509986,Male,Robert Dreher,Hamburg Barmbek-Süd,HH,Hamburg,22083,Germany,Europe,1963-09-11,9,1963,Wednesday,September
510011,Male,Phillipp Sommer,Flensburg,SH,Schleswig-Holstein,24915,Germany,Europe,1945-11-19,11,1945,Monday,November
510088,Male,Andreas Farber,Stuttgart Schönberg,BW,Baden-Württemberg,70599,Germany,Europe,1998-08-05,8,1998,Wednesday,August
510491,Female,Franziska Zimmer,Mühldorf,BY,Freistaat Bayern,84442,Germany,Europe,1959-10-31,10,1959,Saturday,October
510534,Male,Thomas Muench,Kiel,SH,Schleswig-Holstein,24030,Germany,Europe,1990-07-17,7,1990,Tuesday,July
510614,Male,Phillipp Oster,Benndorf,SN,Freistaat Sachsen,4654,Germany,Europe,2001-10-24,10,2001,Wednesday,October
510737,Female,Kerstin Friedmann,Gersheim,SL,Saarland,66453,Germany,Europe,1938-05-09,5,1938,Monday,May
510759,Male,Marco Neudorf,Hinte,NI,Niedersachsen,26759,Germany,Europe,1955-03-26,3,1955,Saturday,March
511037,Female,Yvonne Hahn,Utzenfeld,BW,Baden-Württemberg,79694,Germany,Europe,1995-06-16,6,1995,Friday,June
511229,Female,Gabriele Thalberg,Stuttgart Frauenkopf,BW,Baden-Württemberg,70184,Germany,Europe,1940-03-10,3,1940,Sunday,March
511230,Female,Nicole Fink,Reutlingen Weststadt,BW,Baden-Württemberg,72768,Germany,Europe,1939-12-23,12,1939,Saturday,December
511301,Female,Christin Junker,Getelo,NI,Niedersachsen,49843,Germany,Europe,1957-09-18,9,1957,Wednesday,September
511323,Male,Benjamin Köhler,Rheinau,BW,Baden-Württemberg,77866,Germany,Europe,1975-07-18,7,1975,Friday,July
511426,Female,Daniela Kalb,Golßen,BB,Brandenburg,15937,Germany,Europe,1939-05-30,5,1939,Tuesday,May
511497,Male,Patrick Fischer,Gunzenhausen,BY,Freistaat Bayern,91704,Germany,Europe,1937-07-10,7,1937,Saturday,July
511649,Male,Niklas Schultheiss,Neukirchen,BY,Freistaat Bayern,93453,Germany,Europe,1983-03-11,3,1983,Friday,March
512276,Male,Michael Abendroth,Unterkirnach,BW,Baden-Württemberg,78089,Germany,Europe,1977-12-21,12,1977,Wednesday,December
512312,Female,Karin Zimmerman,Eichendorf,BY,Freistaat Bayern,94428,Germany,Europe,1982-02-11,2,1982,Thursday,February
512415,Male,Tim Bachmeier,Rostock,MV,Mecklenburg-Vorpommern,18077,Germany,Europe,1984-05-18,5,1984,Friday,May
512630,Male,Lukas Kortig,Deggendorf,BY,Freistaat Bayern,94459,Germany,Europe,1976-09-19,9,1976,Sunday,September
512757,Female,Sandra Sommer,Bad Überkingen,BW,Baden-Württemberg,73337,Germany,Europe,1982-11-23,11,1982,Tuesday,November
513056,Male,Uwe Boehm,Germersheim,RP,Rheinland-Pfalz,76726,Germany,Europe,2000-01-21,1,2000,Friday,January
513064,Male,Tobias Müller,Schmittweiler,RP,Rheinland-Pfalz,67829,Germany,Europe,1991-12-01,12,1991,Sunday,December
513130,Female,Janina Schäfer,Luhden,NI,Niedersachsen,31711,Germany,Europe,1987-09-11,9,1987,Friday,September
513256,Female,Lena Müller,Mengkofen,BY,Freistaat Bayern,84150,Germany,Europe,1990-12-08,12,1990,Saturday,December
513301,Male,Dirk Konig,Remscheid Innen,NW,Nordrhein-Westfalen,42859,Germany,Europe,1939-10-23,10,1939,Monday,October
513320,Male,Phillipp Maurer,Bad Windsheim,BY,Freistaat Bayern,91429,Germany,Europe,1956-07-22,7,1956,Sunday,July
513348,Female,Leonie Kaiser,Bernried,BY,Freistaat Bayern,82347,Germany,Europe,1990-07-25,7,1990,Wednesday,July
513424,Female,Jana Baumgaertner,Augsburg,BY,Freistaat Bayern,86013,Germany,Europe,1951-11-17,11,1951,Saturday,November
513426,Female,Maria Schweizer,Niederndodeleben,ST,Sachsen-Anhalt,39165,Germany,Europe,1983-03-27,3,1983,Sunday,March
513501,Female,Franziska Schweitzer,Thannhausen,BY,Freistaat Bayern,86467,Germany,Europe,1942-10-29,10,1942,Thursday,October
513548,Male,Maik Thalberg,Zorneding,BY,Freistaat Bayern,85600,Germany,Europe,1977-09-05,9,1977,Monday,September
514015,Female,Manuela Pabst,Basedow,SH,Schleswig-Holstein,21483,Germany,Europe,1939-01-01,1,1939,Sunday,January
514089,Female,Sara Klein,Marktredwitz,BY,Freistaat Bayern,95615,Germany,Europe,1946-01-14,1,1946,Monday,January
514111,Female,Michelle Sankt,Aspenstedt,ST,Sachsen-Anhalt,38822,Germany,Europe,1941-11-14,11,1941,Friday,November
514299,Male,Max Hertz,Klostermansfeld,ST,Sachsen-Anhalt,6305,Germany,Europe,1951-10-02,10,1951,Tuesday,October
514540,Female,Leah Lemann,Hamburg Stellingen,HH,Hamburg,22529,Germany,Europe,1961-11-25,11,1961,Saturday,November
514685,Male,Leon Köhler,Ehweiler,RP,Rheinland-Pfalz,66871,Germany,Europe,1972-05-09,5,1972,Tuesday,May
514912,Male,Erik Fruehauf,Traunstein,BY,Freistaat Bayern,83269,Germany,Europe,1987-01-19,1,1987,Monday,January
515050,Male,Luca Klein,Weimar,TH,Freistaat Thüringen,99406,Germany,Europe,1938-10-11,10,1938,Tuesday,October
515150,Male,Sven Bach,Mandern,RP,Rheinland-Pfalz,54429,Germany,Europe,1993-01-28,1,1993,Thursday,January
515527,Female,Doreen Propst,Brodersby,SH,Schleswig-Holstein,24398,Germany,Europe,1992-11-23,11,1992,Monday,November
515976,Male,Leon Glockner,München,BY,Freistaat Bayern,81539,Germany,Europe,1944-05-21,5,1944,Sunday,May
516071,Female,Nicole Kluge,Schwabach,BY,Freistaat Bayern,91110,Germany,Europe,1968-05-01,5,1968,Wednesday,May
516226,Male,Tom Fiedler,Surwold,NI,Niedersachsen,26903,Germany,Europe,1985-01-18,1,1985,Friday,January
516256,Female,Ines Brandt,Planegg,BY,Freistaat Bayern,82144,Germany,Europe,1937-07-02,7,1937,Friday,July
516324,Female,Yvonne Bosch,Hütten,RP,Rheinland-Pfalz,54673,Germany,Europe,1965-01-09,1,1965,Saturday,January
516442,Male,Philipp Krüger,Schmelz,TH,Freistaat Thüringen,66835,Germany,Europe,1979-11-24,11,1979,Saturday,November
516663,Male,Ulrich Lehmann,Reutlingen Burgholz,BW,Baden-Württemberg,72766,Germany,Europe,1959-12-20,12,1959,Sunday,December
516858,Female,Sabine Muench,Nordhalben,BY,Freistaat Bayern,96365,Germany,Europe,1980-05-19,5,1980,Monday,May
516944,Male,Lukas Berg,Kühbach,BY,Freistaat Bayern,86555,Germany,Europe,1951-06-15,6,1951,Friday,June
517158,Female,Maria Hahn,Lilienthal,NI,Niedersachsen,28865,Germany,Europe,1967-02-01,2,1967,Wednesday,February
517276,Male,René Daecher,Rösrath,NW,Nordrhein-Westfalen,51503,Germany,Europe,1978-01-20,1,1978,Friday,January
517515,Male,Mathias Brauer,Beiersdorf,SN,Freistaat Sachsen,2736,Germany,Europe,1986-09-20,9,1986,Saturday,September
517556,Female,Anna Osterhagen,Teistungen,TH,Freistaat Thüringen,37340,Germany,Europe,1995-06-26,6,1995,Monday,June
517558,Female,Sabrina Schweizer,Nürnberg,BY,Freistaat Bayern,90234,Germany,Europe,1969-07-11,7,1969,Friday,July
517561,Female,Andrea Drechsler,Wertheim,BW,Baden-Württemberg,97877,Germany,Europe,1964-03-14,3,1964,Saturday,March
517822,Female,Tanja Ackermann,Schauenstein,BY,Freistaat Bayern,95197,Germany,Europe,1957-03-01,3,1957,Friday,March
517972,Female,Vanessa Wolf,Rathenow,BB,Brandenburg,14704,Germany,Europe,1947-11-04,11,1947,Tuesday,November
517979,Male,Marko Osterhagen,Renningen,BW,Baden-Württemberg,71272,Germany,Europe,1943-09-06,9,1943,Monday,September
518169,Female,Laura Gottschalk,Köthen,ST,Sachsen-Anhalt,6352,Germany,Europe,1942-01-10,1,1942,Saturday,January
518368,Female,Manuela Kappel,Viersen Helenabrunn,NW,Nordrhein-Westfalen,41748,Germany,Europe,1981-05-21,5,1981,Thursday,May
519237,Male,Jan Krueger,Bruck,BY,Freistaat Bayern,92432,Germany,Europe,1977-12-12,12,1977,Monday,December
519361,Female,Sandra Brandt,Husum,SH,Schleswig-Holstein,25813,Germany,Europe,1987-04-30,4,1987,Thursday,April
519438,Female,Uta Koenig,Schermbeck,NW,Nordrhein-Westfalen,46514,Germany,Europe,1935-03-10,3,1935,Sunday,March
519586,Female,Susanne Wannemaker,Cottbus,BB,Brandenburg,3008,Germany,Europe,1992-02-22,2,1992,Saturday,February
519679,Male,Sebastian Hofmann,Fürth,BY,Freistaat Bayern,90704,Germany,Europe,1973-04-18,4,1973,Wednesday,April
519726,Female,Marie Freitag,Neuburg,BY,Freistaat Bayern,86620,Germany,Europe,1994-12-04,12,1994,Sunday,December
519936,Male,Swen Faust,Grafrath,BY,Freistaat Bayern,82284,Germany,Europe,1953-07-25,7,1953,Saturday,July
520286,Female,Stefanie Hoch,Bad Kleinen,MV,Mecklenburg-Vorpommern,23996,Germany,Europe,1965-01-06,1,1965,Wednesday,January
520626,Female,Vanessa Zimmermann,Dormagen Hackenbroich,NW,Nordrhein-Westfalen,41540,Germany,Europe,1965-06-30,6,1965,Wednesday,June
520709,Male,Jens Schiffer,Bad Tennstedt,TH,Freistaat Thüringen,99954,Germany,Europe,1965-12-08,12,1965,Wednesday,December
520831,Male,Tim Herrmann,Passau,BY,Freistaat Bayern,94008,Germany,Europe,1938-10-12,10,1938,Wednesday,October
520991,Female,Antje Koehler,Ulm Mähringen,BW,Baden-Württemberg,89081,Germany,Europe,1970-07-26,7,1970,Sunday,July
521070,Male,Niklas Baader,Heiligenstadt,BY,Freistaat Bayern,91332,Germany,Europe,1994-11-11,11,1994,Friday,November
521492,Male,Phillipp Weiß,Oberthulba,BY,Freistaat Bayern,97723,Germany,Europe,1976-12-30,12,1976,Thursday,December
521655,Female,Jessica Unger,Bergisch Gladbach Nußbaum,NW,Nordrhein-Westfalen,51467,Germany,Europe,1953-07-19,7,1953,Sunday,July
521700,Male,Mathias Baer,Tüßling,BY,Freistaat Bayern,84577,Germany,Europe,1939-10-11,10,1939,Wednesday,October
521809,Female,Sophie Sanger,Hünxe,NW,Nordrhein-Westfalen,46569,Germany,Europe,1957-08-10,8,1957,Saturday,August
521839,Male,Jens Neumann,Siek,SH,Schleswig-Holstein,22962,Germany,Europe,1962-06-08,6,1962,Friday,June
522159,Female,Lisa Thalberg,Heimbuchenthal,BY,Freistaat Bayern,63872,Germany,Europe,1951-05-14,5,1951,Monday,May
522323,Female,Manuela Grunewald,Hamm,NW,Nordrhein-Westfalen,59069,Germany,Europe,1964-06-25,6,1964,Thursday,June
522334,Male,Sven Drescher,Gevenich,RP,Rheinland-Pfalz,56825,Germany,Europe,2001-11-29,11,2001,Thursday,November
522474,Male,Dieter Durr,Karlshausen,RP,Rheinland-Pfalz,54673,Germany,Europe,1949-08-07,8,1949,Sunday,August
522503,Female,Jessica Strauss,Karlsruhe Hohenwettersbach,BW,Baden-Württemberg,76227,Germany,Europe,1988-02-26,2,1988,Friday,February
522542,Female,Juliane Eggers,Heilbronn Heilbronn,BW,Baden-Württemberg,74076,Germany,Europe,1952-10-14,10,1952,Tuesday,October
522564,Female,Barbara Metzger,Lahn,NI,Niedersachsen,49757,Germany,Europe,1937-02-19,2,1937,Friday,February
522581,Male,Dominik Schreiner,Adelsdorf,BY,Freistaat Bayern,91325,Germany,Europe,1970-11-10,11,1970,Tuesday,November
522615,Female,Birgit Fink,Angelburg,HE,Hessen,35719,Germany,Europe,1976-01-07,1,1976,Wednesday,January
522652,Male,Mathias Adler,Lünne,NI,Niedersachsen,48480,Germany,Europe,1976-12-13,12,1976,Monday,December
522798,Female,Sophia Gruenewald,Obermichelbach,BY,Freistaat Bayern,90587,Germany,Europe,1945-07-22,7,1945,Sunday,July
